GeneName,sampleA,sampleB,sampleC,sampleD,sampleE,sampleF,sampleG,sampleH
LOC102637129,11.98553623,12.56401191,12.64866535,13.21325516,13.42398169,13.13706896,12.15360727,12.77722783
AK034770,6.108222628,6.241407251,6.025502677,5.926300393,6.092428308,5.941977034,6.041373822,6.072548814
Htr2a,6.361308106,6.382903677,6.375631266,6.400773925,6.407794087,6.589147267,6.432484934,6.38934967
Krt86,8.298232166,7.979061469,8.641723005,7.77290672,7.649377512,8.538950016,8.937151993,8.903454268
AK052925,7.586355469,7.429141744,7.647939553,7.577720658,7.439664746,7.575894088,7.657139658,7.862594031
Ankrd33,6.257915256,6.172868845,6.146566215,6.438231711,6.476497705,6.181756738,6.117344495,6.053078791
A_55_P2724679,6.213691821,6.079470241,6.16200023,6.34282141,6.249234077,5.991201063,6.07995118,6.178717274
BG242401,8.049001439,7.914077883,8.044156263,7.982753964,7.934740968,8.02142177,8.092588975,8.204630931
Exoc3l,6.629412153,6.866644629,7.081297787,7.084730061,7.16801183,7.110458426,7.333866423,7.549278016
Trappc6b,12.14970061,12.30181995,12.23968567,12.33076851,12.33168202,12.37532032,12.17309942,11.94819792
Ttc37,6.813822489,6.799383098,7.806316823,7.005425961,6.719806418,7.659916864,7.294117903,7.297856618
Nomo1,13.573787,13.12087988,14.24250829,13.46921408,13.4425442,14.13847504,13.86910706,13.29917557
Trim23,7.276087903,7.221978975,7.109905934,7.303250486,7.223657178,7.299533458,7.130097524,6.999619101
Zbtb8b,6.154787866,6.152451919,6.330920753,6.197403017,6.174509148,6.35809554,6.148889919,6.263599878
Olfr1333,6.099973515,6.218933011,6.406892073,6.103627438,6.311500767,6.044566758,6.217168465,6.485944183
Ofd1,11.82165292,11.59264253,11.21767784,11.97947729,11.66286086,11.24967766,11.20867533,11.72981126
BM217965,6.335964024,6.291190587,6.361886974,6.251572274,6.158612076,6.368320323,6.340782671,6.197765866
Gm38635,6.486935918,6.459902446,6.480852957,6.52905526,6.5065785,6.420075917,6.462949907,6.37636255
Cpd,11.1016411,10.92169745,10.4524925,10.39332801,9.944750924,9.869165228,11.21366099,11.04512082
Nobox,6.186585867,6.828007123,6.333254534,6.151973415,6.113905825,6.18494009,6.073540169,6.28578141
Vmn1r29,5.996666717,6.022223841,6.084820594,6.019504077,6.036116658,6.125297076,6.059984148,6.017669713
Dusp18,5.997751544,6.071453473,6.298010725,6.234135715,6.349735921,6.576737014,6.194481291,6.018762751
Cebpg,10.60684317,10.51374331,9.889785167,11.31768072,10.65633406,9.90481805,10.60083247,10.06388729
CA464115,6.164381318,6.439912444,6.627434442,6.227591273,6.505023557,6.466523553,6.121043987,6.41138785
9530002B09Rik,6.119917076,6.047294911,6.212787259,6.01901536,6.31116218,6.288833691,6.108328327,6.044566758
Acsl4,12.71991455,12.87064756,12.03216196,11.23774135,11.18162611,11.69117707,11.9398174,11.62246249
Prl2a1,6.086841967,6.076303816,6.083609125,6.0213646,6.07220311,6.048864947,6.0870105,6.189467523
Trappc11,7.063614676,6.764185049,6.75314184,6.598111811,6.558008565,6.810047932,6.789247433,6.803251257
Kdsr,6.244647786,6.066476117,6.122123402,6.12613621,6.078514434,6.199961884,6.019271454,6.141772686
Rag2,6.094179395,6.005576871,5.968860254,6.086767054,6.026163274,6.023780669,6.129213536,6.033290348
Klk1b22,6.536704054,6.600778188,6.558819762,6.570250203,6.696025978,6.484219505,6.771010037,6.563385113
Gm1720,6.136458764,6.049047904,6.324322764,6.079352463,6.063414037,6.160448486,5.982605199,6.035534989
Sdf2,14.65072573,14.83770403,13.95502274,14.73718707,14.97859118,14.15924206,14.36627354,13.81314372
BX527879,6.054569706,6.240161252,6.236568844,6.206640299,6.290654258,6.357474281,6.102399506,6.257932834
Pnpla8,10.6836919,10.89389376,10.31323797,11.00842531,10.9447101,10.45803947,10.33689014,10.02370947
Gopc,10.05511403,9.957302846,9.606276755,9.683149021,9.591234986,9.654037591,10.49210733,9.974391794
Atg14,10.01858134,10.58056413,9.17435479,9.894879057,9.711170899,8.968346925,9.369164242,9.548339687
Clasp1,10.90366285,10.95314032,11.62710804,10.80265527,11.12939935,11.42978106,11.57070436,11.33200586
BU787352,6.285274054,6.205735405,6.28689923,6.320094692,6.238465081,6.21389631,6.222362312,6.180799563
Tada1,11.34935916,11.06697789,11.28031147,11.14492828,11.01778647,11.22055798,11.36922442,11.52590835
Npm1,15.52039527,15.64782898,15.25490076,15.01220657,14.56544684,15.10807252,15.1450543,14.47209471
Trim42,6.611446764,6.638158544,6.287030018,6.570075831,6.62492722,6.310365965,6.365817796,6.462097506
Bmp1,8.026692874,7.773410816,8.202347328,7.769046151,9.187464616,8.832772598,8.611467069,7.649916722
Gm32960,6.110788216,6.084808407,6.083074901,6.194095444,6.162625017,6.088591863,6.130051607,6.207962531
Rhod,7.106086318,7.380449744,7.985361764,7.625771242,7.468909933,7.705371795,7.561003127,6.976995653
Gm715,6.096925688,6.220068675,6.152475526,6.104786144,6.371423196,6.316835297,6.093178016,6.121470355
4930503O07Rik,6.01894999,6.055014021,6.211866878,6.060213992,6.126702487,6.148356342,5.913712562,6.17600179
LOC102636792,6.391846377,6.624016987,6.151354365,6.22568566,6.259041512,6.223766452,6.371446617,6.695916031
Ccdc8,6.023773252,6.064132556,5.916781732,6.057456762,6.22801738,6.45419055,6.11655957,6.219391039
Gm30123,6.174646487,6.103404279,6.116956501,6.151124345,6.239653469,6.073290537,6.068877246,6.033844622
A_55_P2130839,7.358804346,7.570350747,7.582018578,7.362614794,7.273315309,7.653649094,7.329533752,7.226911994
Zfp652,12.45753855,12.50333472,12.14265701,12.45659337,12.20732184,12.1508523,12.19525953,12.29515597
4930473A02Rik,6.203790872,6.094494238,6.109942407,6.147117466,6.176653529,6.024172392,6.182533967,6.057412946
Ube2q1,11.57579571,11.89943845,12.02122236,11.69411449,12.1189898,11.8844053,11.61514741,11.79043177
Urb2,8.784062879,9.185470019,9.857143227,8.754462209,8.881785618,9.766083354,8.971629946,9.228241515
Mtcl1,6.294938049,6.18213397,6.070332401,6.383174512,6.143818981,6.251071762,6.290047219,6.139275065
Gm1715,7.01767326,7.137492509,6.961133353,6.976995653,7.05261267,7.22644791,6.82894185,7.126956931
5430421N21Rik,9.229195484,8.904379735,7.959435962,8.758307766,8.186403537,7.88174291,9.07629571,8.939614541
Ube2v2,12.42559074,12.4782399,13.28634221,12.75989699,12.5861739,13.27535702,13.10393227,12.67009574
Dgkz,14.39191729,14.38737512,14.05833944,14.67456076,14.64948127,14.06694547,14.32820083,14.6319372
Serpini2,5.965977066,5.969866147,6.158841984,6.044155543,6.029686245,6.281418481,6.032667298,6.067960214
NAP092475-001,17.03148878,17.38145388,17.45895068,17.36684555,17.37442411,17.32773616,17.41439762,17.55698121
Slx4ip,6.130073215,6.414869777,6.408486694,6.362411412,6.934377398,6.563751734,6.042177512,6.070301519
Stard10,9.486072739,10.12948115,9.730386415,10.24945005,10.1239046,9.873363166,10.05961822,9.445253149
Cecr5,6.346991659,6.309571549,6.223297962,6.462776917,6.330745262,6.252570062,6.456201649,6.497554376
NAP112345-1,9.330691494,9.38585129,9.357538405,9.363072297,9.085050043,9.187464616,9.148236207,9.254438229
Tmed6,6.21289792,6.271343585,6.190937394,6.112012989,6.152917293,6.156003248,6.064315879,6.116909046
Cdc23,11.07728154,11.01177179,11.50486101,11.34663748,11.23734102,11.59297626,11.42835864,11.36067256
Pi4k2a,13.25680753,13.68895586,13.44646919,13.38342666,13.40800061,13.26210758,13.22290854,13.35129207
Fam212a,10.16687905,10.04460924,10.12899409,10.02707359,10.10629478,10.16050729,10.12039851,9.891458092
Nlgn1,6.021868186,6.058118898,5.950307014,6.068176273,6.02454434,6.116711854,6.167021707,6.081299658
Napg,6.755802759,6.469485489,6.138749735,6.231536485,6.208564169,6.104133297,6.457237443,6.189715105
Tex38,6.129596032,6.446582525,6.549715678,6.487300422,6.642533566,6.375791669,6.333546931,6.512831487
Pdcd4,12.41223135,12.63587139,12.26430994,12.54665349,12.52175333,11.85290577,12.43561587,12.57463488
Gm31534,6.231736793,6.31798762,6.309880383,6.110485466,6.157655954,6.208613298,6.20468812,6.166382266
AK034886,6.114418598,6.039843874,6.205960215,6.192030794,6.031435815,6.136747989,6.213700756,6.15044001
Syce2,13.7885278,13.90726821,13.23078258,13.00878817,12.93337702,13.09092215,13.56862797,13.2785197
Kcnt1,6.096781384,6.31051032,6.096525587,6.260172583,6.267531618,6.12281321,6.245969013,6.222924823
Mrpl54,13.68977856,13.4086017,13.49716536,13.53500686,13.54698706,13.44075294,13.42714265,13.55636991
Pcdhga1,6.269879811,6.164643187,6.148011418,6.121253649,6.099874994,6.108603137,6.245034503,6.001611971
Plk5,7.419691817,7.218435568,7.28883313,8.17313739,7.457565099,6.961133353,7.87225482,7.139834489
Efna4,7.145787505,7.177487903,7.379365654,6.901507121,6.91512436,7.051834311,7.305053992,7.389118565
Kdm2b,13.70548549,13.59745874,14.05303268,14.21893494,14.90572019,14.36431459,14.0136919,13.73724386
Gpn2,10.78267652,11.05735943,11.17249685,10.77178891,10.84437006,11.20119385,11.10801911,10.44324943
4-Mar,6.084916133,5.859832825,6.136485169,6.153265422,5.994006932,6.099980147,6.052368766,6.085165866
Larp6,6.964738861,6.814196677,6.765697846,7.226165464,7.135287032,6.916925434,7.041792994,6.592016533
Gm17215,6.12596365,6.022585853,6.066906246,5.925991297,6.171903625,6.115024657,6.070525863,5.93017321
Defa2,6.18913983,6.174564043,6.122495637,6.158248836,6.132897851,6.395299235,6.132075815,6.21571634
Fam102a,14.49869178,14.85839626,13.1771734,13.85309789,13.43356005,13.26097515,13.7638319,15.42223842
4933421O10Rik,7.125965048,7.165606818,6.567451984,7.692140343,7.231335575,6.616713433,6.908065329,6.626524831
E430024P14Rik,6.795546928,7.153439395,7.28340337,7.244454214,7.286172638,7.622130157,7.002475696,6.502970791
Gm13274,6.453249369,6.599708291,6.533215175,6.416958041,6.664992432,6.393477659,6.387489416,6.427547815
A430090L17Rik,5.732746996,5.756068532,5.808214245,6.092174203,6.133861345,6.070980802,5.868234998,5.971215411
Lrrc14,8.024757066,8.564797525,8.403849832,8.192967081,8.305979013,8.072370707,7.999639014,8.194374213
C78197,6.240771554,6.221495057,6.340162238,6.209762284,6.199608708,6.152763744,6.268485878,6.20999756
Xcr1,6.301216411,6.211748061,6.356666797,6.223766452,6.221119046,6.264305638,6.328009983,6.251862418
A_55_P2577378,5.97954698,6.413958841,6.429198081,6.26318976,6.25246955,6.178798124,6.268247219,6.365173366
Slc38a7,8.63755524,8.463128578,8.564797525,8.939614541,9.091500528,8.500461413,8.569841148,8.267800031
Ube2n,14.05910541,14.10079991,14.81665248,13.90817005,14.12174931,14.88282326,14.40645289,14.56639343
Vax2,10.87809412,10.68010448,11.26540533,10.99652434,10.93017894,11.2440715,11.77018598,11.31085492
Gm13749,6.118602688,6.08874424,5.826663813,5.991322343,6.068383158,5.853011293,5.994634294,6.008985093
Clca4c-ps,6.207880844,6.305488599,6.10768656,6.33151611,6.16710874,6.404808291,6.109243982,6.224470705
Pex19,10.40216746,10.30548827,11.09271432,10.40845429,10.7972736,11.09018008,10.95002292,10.68597247
Fgf11,6.961093875,6.879228173,6.791431697,6.997134725,6.850063474,6.946936564,6.833745795,6.874883617
Gm16068,6.341085423,6.270082153,6.186605085,6.31023859,6.266724426,6.311213427,6.177605563,6.231835208
2010001K21Rik,6.253170279,6.164407727,6.158457068,6.10075029,6.174551446,6.40468078,6.036550322,6.026320746
1700041M05Rik,6.28204273,6.141814943,6.355070193,6.21663935,6.17244149,6.133571824,6.239950937,6.231500211
AA986860,6.900342093,7.157793866,7.076843498,6.877758581,7.003126918,7.007114655,6.927062229,7.130412484
Khdc1b,6.071704592,5.966752776,6.080599073,6.002901259,6.162625017,6.001491733,6.323084103,6.006519476
Gm2837,6.322969362,6.247444821,6.348824863,6.24777078,6.1826406,6.176755768,6.255370621,6.286235561
Mrgpra9,5.903604102,5.94922656,5.74008707,6.027519828,5.84137489,5.831768665,5.799822844,5.83685629
Eif4g3,12.66095871,12.0310066,12.51408865,12.72966919,12.56734363,12.43315527,12.8091715,12.7391646
Etnppl,6.041664146,5.991322343,6.257291593,6.174136643,6.21416768,6.127045921,6.073447364,6.013159909
Gm32511,6.080843829,6.050338417,6.007282692,6.120101158,5.949830772,6.050769479,6.169294707,6.11291301
NAP112914-1,11.8343759,10.8578288,11.7958361,12.42722488,12.17599419,11.39467186,11.54937306,11.63047287
Rbl2,8.817080496,8.953303228,8.808717355,8.943896877,8.618053269,8.767165156,8.591411756,9.556987169
NAP062665-1,6.688649356,6.728730366,6.960285755,6.575831941,6.445929502,6.480240267,6.857706727,6.826857915
AY512907,6.168536115,6.473843824,6.512852904,6.116542105,6.923227872,7.290635413,6.129575252,6.246833883
Itpkc,10.0037732,10.10334238,9.779460804,10.67345771,10.01603362,9.847688145,9.736615171,9.081492093
4921507P07Rik,6.022841273,6.378921971,6.330310261,6.267282142,6.277338148,6.259596195,6.3341643,6.24718352
Dpep3,6.305991463,6.252337162,6.200748867,6.309099621,6.428768707,6.396859499,6.545007842,6.547952108
AK213775,7.260959483,7.09303376,7.550205843,7.330950494,7.14346858,7.453325314,7.317965695,7.565774768
1700029B22Rik,5.922076636,6.019938914,6.136662432,5.988017485,6.110583221,6.099783304,6.018214592,6.020367288
Gm41781,6.851363515,6.892153792,6.822322783,6.934840289,7.492521374,7.022567569,6.798108673,7.024903111
Ndufaf7,10.33590207,10.25802347,10.54533344,10.05082087,10.05961822,10.54001117,10.38762489,10.09863244
Osgin1,7.316033673,7.189579556,7.311198433,7.261032596,7.128366872,7.269130846,7.10885488,8.178670877
Aim1l,10.3036209,10.19934913,11.09378342,10.40099944,11.47606227,11.74960116,9.990076088,9.458180774
Dysf,6.782902509,6.748346445,6.718991125,6.684167199,6.852090343,6.88213699,6.681879016,6.864871526
Col5a2,6.222025124,6.301799422,6.401695026,6.24088542,6.229430541,6.286783347,6.298218402,6.338248782
Cwc22,11.05266134,10.84893064,10.78031102,10.67318122,10.26812472,10.73206553,11.04806274,10.93567545
Glipr1l2,5.965421829,6.115933927,6.03878634,6.126782683,6.10647183,6.071456606,6.217139092,6.122061068
Tpt1,16.36772565,16.427617,15.92578511,16.43582745,16.49453308,15.9076783,16.21430042,16.2058915
Uggt1,13.89026896,13.68450732,14.2850009,13.99951696,13.76106137,14.2263327,13.96770805,14.35296845
Sh2b1,13.3012774,13.12751487,12.45342448,12.79653853,12.41770623,12.37458531,12.78127498,13.23939582
4930433J02Rik,6.189263453,6.374084936,6.385864728,6.337215482,6.193023473,6.435556366,6.413989252,6.28012495
Olfr624,6.099655341,6.234411182,6.220561115,6.148752042,6.17257804,6.210700193,6.264485218,6.193337214
AK085064,6.531738204,6.444907917,6.926707458,6.720543272,6.729176846,6.766344469,6.750541537,7.112760613
1700120E14Rik,6.180193032,6.175360972,6.299062843,6.177105434,6.248386721,6.244657899,6.192142942,6.221861141
Olfr1441,6.766293065,6.81249806,6.707873935,6.754377898,6.6153001,6.677428189,6.785484466,6.828007123
Trav14d-3-dv8,6.391239615,6.354970314,6.463325616,6.541146788,6.245265407,6.378520299,6.47569253,6.711468781
Emid1,6.395392103,6.218845589,6.370337841,6.371876035,6.495213273,6.418185261,6.532042444,6.311246715
AK163904,5.945434759,6.140412171,9.058058017,6.188218255,6.069452077,6.01840522,6.014982363,6.104958695
AK046379,6.331961885,6.426811028,6.435287875,6.432469233,6.255103325,6.29164973,6.364049496,6.275168019
4932438A13Rik,10.74983972,11.28897753,10.0248448,10.20294571,10.24853985,9.87609209,10.08888755,10.05850857
Olfr1143,6.853571697,7.027663981,6.904021627,6.749851481,6.795172983,6.716266036,6.706080371,6.833745795
Gm31938,6.141024928,6.14733061,6.058290651,6.078012984,5.982157951,6.081906446,6.102334613,6.210666336
NAP062373-1,15.95763758,15.96975012,15.42336323,15.93049227,15.77328004,15.33599146,15.48840746,15.59679378
Gm1070,8.753973919,8.805486051,8.322926769,8.605072282,8.489439365,8.182631776,8.908304743,9.04254255
TC1610128,6.087913334,6.026626848,6.054530492,6.175421186,6.087779123,6.011928604,5.915401965,6.208862874
AK138829,6.435556366,6.468932193,6.362380857,6.413149332,6.545787278,6.557013903,6.269983256,6.674024296
Gm9899,6.223344367,6.218479009,6.326045001,6.170178424,6.992829438,6.110843351,6.219795888,6.200618417
Gm12300,6.115100893,6.161861013,6.008933683,6.03340203,6.140593121,6.04391691,6.00832074,6.026373569
Epc2,11.57652808,11.65430747,10.82769418,11.66832332,11.50895833,10.93551171,11.07311446,10.64226299
Napsa,7.710893877,7.934740968,8.127940007,8.038825075,8.602530172,8.589533095,7.779682318,8.259436524
Tmem246,6.40338796,6.541756929,6.580319335,6.411764979,6.736615642,6.472778778,6.576443853,6.701221562
LOC105244175,6.581547884,6.645315364,6.654377821,6.553753144,6.331987084,6.596290459,6.514076421,6.642180404
Gm10252,6.29470228,6.579829954,6.490387799,6.448560602,6.409836735,6.491932425,6.45830267,6.534829814
Tas2r119,6.170370756,6.3133726,6.035411415,6.206536009,6.054961919,6.191029312,6.016662206,6.150365343
Gm19576,10.24646533,10.54028926,10.43196045,10.18039069,9.879711266,9.793545355,10.49510778,11.16113204
Bpi,6.185288561,6.247925398,6.22966501,6.155327577,6.541656689,6.267312369,6.215977043,6.063619426
AK038083,6.324518424,6.516443131,6.566434294,6.240347627,6.358996178,6.509835524,6.273654721,6.153049945
Pacrgl,7.790929925,8.160191245,8.201739823,7.800425307,7.948835876,7.926700305,8.028236577,8.100894549
Otop3,6.138320125,6.30476708,6.183202208,6.25952261,6.153092236,6.088177313,6.15445659,6.180201747
Siglece,11.82622018,11.53879351,11.71913062,11.59765118,11.55174489,11.38352693,12.03643201,12.24800085
Smc4,12.52175333,12.17752084,12.39700948,12.51121168,12.30597245,12.44837311,12.81926641,12.91390439
Slu7,8.995119232,9.625674332,9.639177583,9.969365589,10.21905331,9.745690479,9.45941877,9.41475817
Gm1698,6.859547583,6.668124721,7.26180885,6.825875091,6.679592328,7.084942018,7.067432004,7.691202881
Cdc42bpb,7.157049999,7.140946356,6.929240253,7.147577626,6.935970026,6.909382206,7.021521778,6.831248751
Olfr127,5.944604291,5.867490037,5.952156411,6.002520014,6.019101923,6.072284271,6.040163752,6.163097846
Ing2,8.362353356,7.692244614,7.827026238,7.54101702,7.409711528,7.647145082,8.379593757,8.036163665
Gm40932,6.255392764,6.388166123,6.137049135,6.182598276,6.307837078,6.236163561,6.303265763,6.335714585
Hnrnpul2,10.1068407,9.742787287,10.37463723,10.10902684,10.20007006,10.23654543,10.29171702,9.775246485
Exph5,6.085556213,6.053125035,6.125582295,6.117100321,6.031838696,6.272276796,6.108152534,6.082885798
AK052606,6.11459429,6.11788207,6.271747272,6.229278548,6.305958512,6.45021719,6.214955157,6.178874124
Rps4l,8.401281136,8.731485636,9.981576079,9.154020424,9.521662247,10.89868625,9.041230619,8.534839393
BC026585,7.494276425,7.456796783,7.503165712,7.65445339,7.428439117,7.671458517,7.44138678,7.377547135
Degs1,13.17996461,13.72116206,13.25336517,13.73385565,14.11060085,13.49832591,13.12650006,13.6539576
C430003N24Rik,8.001731202,8.914305018,8.527169131,8.182864498,8.443235607,8.247608857,8.191757674,8.5688804
Rreb1,10.48033669,10.89581414,10.19262618,9.976294325,9.893786453,9.871501765,9.95253467,9.531710619
Gm15631,6.526331473,6.588209222,6.380321289,6.343289984,6.412282853,6.360787566,6.56438086,6.522684948
9830163H01Rik,9.472792091,9.513345178,9.281884886,8.518912285,8.999045817,9.19175734,8.972699694,8.580189851
Otud5,11.45504101,12.06463675,11.49304734,12.07651662,12.22762907,11.5839865,11.49388797,11.65327071
Cep95,11.31017347,11.56721239,11.07844467,11.36895912,11.26932794,11.10107311,11.1865771,11.37194992
Piwil1,6.299361839,6.292159635,6.202865771,6.249521491,6.282765687,6.212046624,6.270950239,6.281177661
Areg,6.813064467,7.17900475,7.983862919,7.991632473,7.176563578,7.48584687,6.525888323,6.172250899
2310007O11Rik,6.129908528,6.204946895,6.226446335,6.10782952,6.090159798,6.127362164,6.165049499,6.023998963
Pla2g5,6.207628361,6.35213133,6.652745817,6.258652372,6.128195878,6.50196743,6.22403854,6.252984908
A130078K24Rik,9.743112812,9.639406559,8.884409256,9.492195212,9.138849264,8.47610639,9.364546251,10.35957927
H2-T3,6.136244275,6.231760844,6.18174092,6.168674642,6.129723925,6.158648582,6.087607383,6.110909133
Doc2b,6.207934959,6.307720718,6.361170115,6.287817657,6.178545885,6.066915106,6.328359526,6.305173475
Snx25,12.51038919,12.36551624,12.8622918,11.99901102,12.31814586,12.61952306,12.28522021,12.26838894
Tff2,6.022458251,6.05131411,6.197826473,6.084678502,6.085136953,6.167079236,6.126929178,6.188347852
Atp1b4,5.974476953,5.998576044,5.997865146,6.041015131,6.020032471,6.026056036,6.059730996,5.922890685
Hlf,6.414212908,6.517961875,6.392776283,6.807776275,7.100541405,6.51108576,6.421295758,6.537483435
BC057602,11.53546943,11.24992383,11.02154664,11.41318489,11.21215765,10.96814895,10.59529486,10.55740746
Olfr59,6.231536485,6.201764563,6.222708158,6.1445784,6.377547751,6.353852584,6.24726052,6.335865915
Sqle,13.2478545,12.84512523,13.66726243,13.52212606,14.15586331,13.56225232,13.81715308,13.46511778
AK054225,7.262365588,7.22026303,7.255635191,7.289044756,7.188747372,7.164936409,7.316175702,7.075276667
4930542C16Rik,6.128269134,6.187722719,6.185978948,6.145105728,6.151751507,6.04391691,6.171856584,6.140118067
Mgl2,15.24470498,15.49322735,16.07094205,15.03562322,15.52694742,15.92844901,15.37866179,15.05427768
D6Ertd160e,6.094123267,6.230608868,6.37062684,6.148752042,6.460525404,6.148710641,6.025844482,6.058611292
Gm10050,5.98598484,6.056114602,6.108603137,6.036907657,6.018651921,5.953829369,5.946831928,6.183882496
Gm29398,6.42414705,6.387056947,6.473921831,6.266715816,6.338632121,6.327395669,6.392776283,6.266948655
Snapc4,12.90832149,13.1771734,13.06432993,12.82603606,12.58915427,12.85574651,12.82417311,12.52633151
Ap4b1,11.44455666,11.74157636,11.63305158,11.88027406,11.78849788,11.77823459,11.64981326,11.71120139
Gm9725,6.259192068,6.181189328,6.272238953,6.069376705,6.086141553,5.947772556,6.040312146,6.118427251
Gm2240,6.539131544,6.559904259,6.334706604,6.49827499,6.752050336,6.687815999,6.591116114,6.889116815
Pigb,6.223068908,6.281281201,6.598279927,6.245628932,6.294653484,6.30529955,6.174105578,6.414074124
2310007J06Rik,6.036008582,6.08874424,6.062243592,6.019426022,6.171514029,6.111183331,6.20904701,5.961748691
Plcd4,16.29963932,16.34373804,16.22479143,16.03918238,16.00530093,16.08015693,16.14857041,16.2446938
Gm17026,6.033600272,6.106280562,6.178380051,6.695194083,6.167467083,6.228047564,6.192581896,6.34022344
4930555K19Rik,8.708082728,8.947700626,9.427175688,8.462716994,8.579597761,9.029661292,8.825335955,8.533752417
Efcab5,6.313215496,6.478931672,6.467130977,6.351412031,6.778460914,6.408000905,6.289589111,6.38684153
Vps4a,9.462434491,9.282806899,9.138415114,9.092104041,9.203030907,9.115125804,9.471769759,9.557342375
LOC101055915,17.45346423,17.12309237,17.5465953,17.5465953,17.53447686,17.5377542,17.64607489,17.37522502
Sprr2j-ps,8.198328392,7.661283508,8.126481952,8.145569717,7.971052858,8.121839348,8.251085127,8.212117871
Clhc1,6.404525958,6.259772317,6.39042426,6.309375376,6.346314692,6.391067093,6.20144226,6.312162899
Wdr72,6.015708897,6.119753294,6.225080421,6.059205058,6.096931248,5.988543239,6.208284629,6.091826735
Cyp3a11,6.457343643,6.39596305,6.629662578,6.475131954,6.501783741,6.489408087,6.505284666,6.53294179
Mrps14,12.34775558,11.75944839,12.64026173,12.3573308,12.30762186,12.62846328,12.7822565,12.80071206
Gm10436,6.132848768,6.092146445,6.027302136,6.198841007,6.200238757,6.279237403,6.091642684,6.124823462
2810449D17Rik,7.56514705,7.857018518,7.588216615,7.860183236,7.825495067,7.496402914,7.52109961,7.638984501
Gm31872,6.610935232,6.751122994,6.471062741,6.536282552,7.250651342,6.461846372,6.615664176,6.573091957
5033403F01Rik,6.6814164,7.100008528,6.826233811,7.243588904,7.358804346,6.875304299,6.886482719,6.694191816
Rpl39l,7.474482347,7.854204928,8.408719465,7.759456302,8.077667668,8.581749251,8.483591415,8.934476803
Gm30692,6.365923484,6.473819818,6.241778481,6.300779918,6.298386945,6.276829033,6.362084964,6.555790373
Gm2977,6.42152463,6.192398882,6.35348401,6.221062459,6.342748181,6.426316173,6.237039382,6.203003578
Krtap24-1,6.51016878,6.307637467,6.319004235,6.365515064,6.289102838,6.172049974,6.454854495,6.384600368
Mthfs,12.40621881,12.54911047,12.57423402,13.12951299,13.09397135,12.7025133,12.23176537,12.11934718
Tuba1a,14.16280815,14.2263327,14.86616119,14.60919149,14.9998162,14.91595699,14.71693647,15.03303628
Olfr1219,6.443792373,6.527098561,6.333944784,6.106950395,6.270652007,6.300329925,6.172462067,6.345152372
Apool,11.41568179,11.08944277,10.69138007,10.96063706,11.13330801,10.78923306,11.12260755,10.83956184
4921509A06Rik,6.271857732,6.186883669,6.222145804,6.188630528,6.185269378,6.226246912,6.03686767,6.295177901
Gm39233,6.15257877,6.159092186,6.163014742,6.231695448,6.23431982,6.042683032,6.076915287,6.192137076
4930502C15Rik,6.268251571,6.436265871,6.144135301,6.101353062,6.029363507,6.479808779,6.157112414,6.418247869
Tmem239,15.00627065,14.81922219,14.78987351,14.93416961,14.93200859,14.88065861,15.09329663,15.06981317
Ddx11,8.864873216,8.848638103,9.780619726,9.342213704,9.578196075,10.08653265,9.154161236,8.622746166
Gm34589,9.289971005,9.847688145,9.416289193,9.527020626,9.685457515,9.044102368,9.4734745,9.531914609
BC048403,10.16192268,11.0028627,10.50288355,10.57478733,10.6295573,10.44324943,10.16094944,10.42904837
Sox30,6.023695142,6.029976093,6.089701579,6.056913588,6.297718761,6.095618635,6.129408447,6.042264856
Mef2d,12.20864625,12.29463534,11.11705984,11.67007536,11.56960373,10.99919994,11.59334643,11.84829347
Galnt3,9.623322588,10.64627214,9.883215589,10.74402383,10.69450278,10.0836836,8.868729034,9.04878078
AK053286,6.172741504,6.199366019,6.116206623,5.954098988,6.238000274,6.114503517,6.24758549,6.209299183
1700120C14Rik,5.998945165,6.058725453,6.069906482,6.16350768,6.140186964,6.042990938,6.098210866,6.072130302
Fam189a1,6.203386392,6.091141656,6.313710405,6.143746481,6.196553911,6.166772517,6.172049974,6.14002456
Afm,6.082611071,6.238309563,6.214793079,6.119095582,6.012194095,6.397322443,6.112297777,6.11394181
Scgb2b2,6.382503529,6.388017397,6.539031677,6.457287283,6.389965718,6.508671071,6.462449606,6.587841763
Appbp2os,6.781444745,7.239330334,7.818197055,7.755619131,7.831092718,7.845469317,7.685212493,7.289571338
6330571C24Rik,6.424648782,6.394521021,6.292008701,6.397757712,6.297537106,6.388597297,6.340272714,6.342783455
Cd40lg,6.978854327,7.002006202,7.294009159,7.79247449,7.362079873,7.450616084,6.873056023,6.896216215
Tradd,12.74687342,12.86630854,12.65712831,12.85665907,12.93242266,12.56005968,12.71613436,12.89342326
Matn3,6.13760018,6.148483769,6.303969192,6.242893062,6.069863953,6.189707584,6.147876107,6.213612293
Gabrg3,6.174698402,6.210741131,6.011591984,6.163319318,6.099480708,6.262636909,6.089684441,6.069696626
Ldha,14.11726298,14.0300911,13.8374035,13.53298333,13.55263611,13.59291943,14.25554828,13.6079097
AK047213,6.321077606,6.267739647,6.328824512,6.531195197,6.463128508,6.286122546,6.20955486,6.281008636
Chrna5,6.852543459,7.635091032,6.307030685,6.420574993,6.369391543,6.369799554,6.446616869,6.247581058
